id,company_name,company_master_id,recruitment_year,deadline_type,label,deadline_date,deadline_time,source,source_url,verified,contributor_count,memo
a03dcf1e-917d-456d-997a-e2a907d7d01a,ユーザベース,24121e9c-ece9-41cb-99af-c14479f567c7,2028,es_submission,本選考型 4月インターン ES一次締切,2026-03-01,23:59,manual,https://hrmos.co/pages/uzabase/jobs/Newgrads28_001,true,0,ビジネス総合職。Speeda/MIMIR/コーポレート配属想定。
25002ffd-04bc-42c5-ab37-2b90b40c9acb,レバレジーズ,2d7631ea-4d7e-483d-92d3-f1f8feb5fa2e,2028,internship,サマーインターン 開催,2026-03-01,,manual,https://leverages-internship.goodfind.jp/,true,0,3月以降複数ターム実施予定。詳細日程は参加確定後連絡。
c19d1380-78eb-41b3-a3ba-9de58c010a95,NTTドコモ,6680b284-5839-4292-a041-1fe26512b1ca,2028,webtest,ファンマーケティングインターン 適性検査締切,2026-03-01,12:00,manual,https://information.nttdocomo-fresh.jp/fresh/internship/fanmarketing-internship/,true,0,テストセンター or オンライン受験可。ES・顔写真提出後に受験可能。
30d6ebd8-e28d-4428-81b8-cdb6904a9b3f,リヴァンプ,36f4105d-af41-40af-8c55-8cbbb2733cdf,2028,es_submission,28卒プレエントリー締切,2026-03-01,23:59,manual,https://gaishishukatsu.com/recruiting_info/view/13747,true,0,プレエントリー→1Dayインターン案内。経営実務・CxO支援・戦略コンサルティング。
0d71434f-eff6-4bb4-8b8d-40831cfb67a8,ユーザベース,24121e9c-ece9-41cb-99af-c14479f567c7,2028,interview,本選考型 書類選考,2026-03-03,,manual,https://hrmos.co/pages/uzabase/jobs/Newgrads28_001,true,0,書類選考結果 ~3/3
3bd98964-0efb-4839-b481-d057f617bc49,エムスリー,3cf9bc6a-f791-4beb-9a69-fab1383c1acf,2028,event,ビジネス職 選考説明会(2),2026-03-06,19:00,manual,https://open.talentio.com/r/1/c/m3/pages/118806,true,0,オンライン(Zoom) 19:00-20:30。先着100名。VALUE QUARTET(2daysサマー)への最短ルート。
2ccaab06-72f1-48e1-ba88-edf8dd8d2b1d,NTTドコモ,6680b284-5839-4292-a041-1fe26512b1ca,2028,interview,ファンマーケティングインターン GD選考,2026-03-11,,manual,https://information.nttdocomo-fresh.jp/fresh/internship/fanmarketing-internship/,true,0,3/11-17。オンライン。
2940048a-ad18-4a63-aba5-642f25549c04,サイバーエージェント,96fb529c-86c8-4d40-8a48-f52dba43c9ff,2028,es_submission,BREAKERS選抜 ES 2次締切,2026-03-13,12:00,manual,https://www.cyberagent.co.jp/careers/students/event/detail/id=32878,true,0,合否連絡3/19まで。
6a0e7821-c14d-4e22-8097-4e4614fdee9a,AWS（Amazon）,27e75b4a-2da5-444b-9c9c-29a38b8dcd1a,2028,interview,一次面接,2026-03-15,,manual,https://amazon.jobs/jp/jobs/3162014/2028-aws,true,0,3月上旬~中旬。オンライン・日本語。
6d0827e1-4fff-40b7-84cf-1d0ce22036f1,ユーザベース,24121e9c-ece9-41cb-99af-c14479f567c7,2028,interview,本選考型 面接/1次選考,2026-03-16,,manual,https://hrmos.co/pages/uzabase/jobs/Newgrads28_001,true,0,面接/1次選考 ~3/16
6634edd7-933e-41e9-86cf-ab3889b452cf,富士通,087e91cf-65b3-45b8-ae07-4f60646c9204,2028,internship,Step To Engineer 開催日（28/29卒）,2026-03-17,09:00,manual,https://fujitsu.recruiting.jp.fujitsu.com/event/,true,0,3/17-18 9:00-17:30。オンライン(Zoom)。
b332d7d9-aa82-48c7-bbc4-5d5cb657a562,SEVENRICH GROUP,69ebff8e-3763-4b46-8699-e9e08859fddc,2028,internship,3Days Internship 第1回,2026-03-17,,manual,https://herp.careers/careers/companies/sevenrich7/jobs/_49ehlm-cWq0#job-overview,true,0,3/17-19。渋谷本社。交通費・宿泊費支給。優秀者は本選考一部免除。
e8de479f-54d4-4f28-b8bf-3898e8c9bcfa,AWS（Amazon）,27e75b4a-2da5-444b-9c9c-29a38b8dcd1a,2028,interview,最終面接,2026-03-31,,manual,https://amazon.jobs/jp/jobs/3162014/2028-aws,true,0,3月中旬~下旬。合格通知4月上旬以降。
bbb42f96-6ce3-4b31-99c4-f7e715605e06,ユーザベース,24121e9c-ece9-41cb-99af-c14479f567c7,2028,internship,本選考型 2daysインターン,2026-04-23,10:00,manual,https://hrmos.co/pages/uzabase/jobs/Newgrads28_001,true,0,4/23-4/24 オフライン（丸の内）。役員プレゼンあり。交通費支給。
7e0cc1d0-3ad3-4deb-ae85-ad35855b8343,SEVENRICH GROUP,69ebff8e-3763-4b46-8699-e9e08859fddc,2028,internship,3Days Internship 第2回,2026-04-24,,manual,https://herp.careers/careers/companies/sevenrich7/jobs/_49ehlm-cWq0#job-overview,true,0,4/24-26。
90475c35-2cfa-438e-8941-6916c95102cb,マネーフォワード,713f456d-8045-4507-86be-12ef238f2a40,2028,internship,RESOLVE 3days Internship,2026-05-15,,manual,https://moneyforward-recruit.snar.jp/jobboard/detail.aspx?id=mPRjWtnjTHRqyrZie81AGA,true,0,5/15-17 or 6/19-21。東京本社(田町)。遠方交通費支給・宿泊手配あり。経営戦略立案。
dfcdc074-d0d1-40b1-b82d-f1cebe559b19,リヴァンプ,36f4105d-af41-40af-8c55-8cbbb2733cdf,2028,internship,経営戦略1Dayインターン,2026-05-16,09:00,manual,https://gaishishukatsu.com/recruiting_info/view/13747,true,0,5/16 9:00-17:00。東京(外苑前オフィス)。役員フィードバックあり。他日程もあり。
eeb19c3c-8ddd-488c-86f1-6120d532998f,マネーフォワード,713f456d-8045-4507-86be-12ef238f2a40,2028,internship,EMPOWER 2days Internship,2026-06-06,,manual,https://moneyforward-recruit.snar.jp/jobboard/detail.aspx?id=mPRjWtnjTHRqyrZie81AGA,true,0,6/6-7 or 7/11-12 or 8/8-9。東京本社(田町)。組織マネジメント実践型。
baadc6e6-b395-49df-be51-7dc7248fbe80,サイバーエージェント,96fb529c-86c8-4d40-8a48-f52dba43c9ff,2028,internship,BREAKERS選抜 インターン開催,2026-06-12,,manual,https://www.cyberagent.co.jp/careers/students/event/detail/id=32878,true,0,6/12-14 3日間。東京Abema Towers。交通費・宿泊費全額支給。最速内定直結。
